Investigation_Type,Aircraft_damage,Aircraft_Category,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Event_Year
Accident,Destroyed,Airplane,Piper,PA28R,No,1,Reciprocating,Personal,3,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,Executive/corporate,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-502B,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,310K,No,2,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Quicksilver,MX SPRINT II,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Incident,Unknown,Airplane,Gulfstream Aerospace,GV SP (G550),No,2,Unknown,Business,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Cessna,U206G,No,1,Reciprocating,Business,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Beech,76,No,2,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Cessna,180H,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Stinson,108-3,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Diamond Aircraft Ind Inc,DA 42,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Dehavilland,BEAVER DHC-2,No,1,Reciprocating,Unknown,0,1,1,0,IMC,2012
Incident,Minor,Airplane,Beech,1900D,No,2,Turbo Prop,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Cessna,T210J,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Skydiving,0,0,0,1,VMC,2012
Incident,Unknown,Airplane,Piper,PA-32R-300,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,150L,No,1,Reciprocating,Instructional,2,0,0,0,IMC,2012
Accident,Substantial,Airplane,Cessna,501,No,2,Turbo Fan,Personal,5,0,0,0,VMC,2012
Accident,Destroyed,Airplane,Convair,440 - NO SERIES,No,1,Reciprocating,Unknown,2,0,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Instructional,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Beech,B36,No,1,Reciprocating,Positioning,1,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-28R-180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,177B,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-301A,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Flight Design Gmbh,CTSW,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,172K,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,A185F,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Bellanca,17-30A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Personal,1,0,1,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Mooney,M20M,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,172K,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Unknown,Airplane,Boeing,737-7H4,No,2,Turbo Fan,Unknown,0,0,1,141,VMC,2012
Accident,Substantial,Airplane,Aeronca,7AC,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Beech,35,No,1,Reciprocating,Personal,3,0,0,0,IMC,2012
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Beech,35-C33,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Beech,V35B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Destroyed,Airplane,Beech,300,No,2,Unknown,Unknown,8,0,0,0,VMC,2012
Accident,Substantial,Airplane,Diamond Aircraft Ind Inc,DA 20-C1,No,1,Reciprocating,Instructional,0,1,1,0,VMC,2012
Accident,Substantial,Airplane,Mooney,M20J,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA46,No,1,Turbo Prop,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Rockwell International,690C,No,2,Turbo Prop,Other Work Use,0,0,0,5,IMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,2,1,0,0,VMC,2012
Accident,Substantial,Airplane,Cirrus Design Corporation,SR22T,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,New Kolb Aircraft Co,MARK III CLASSIC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Mooney,M20J,No,1,Reciprocating,Positioning,0,0,2,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,0,0,1,1,VMC,2012
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Personal,0,1,0,2,VMC,2012
Accident,Substantial,Airplane,Smith,AEROSTAR 601P,No,2,Reciprocating,Personal,0,0,0,3,IMC,2012
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Other Work Use,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Cessna,T337B,No,2,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Fantasy Air Sro,ALLEGRO 2007,No,1,Reciprocating,Ferry,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-32R-300,No,1,Reciprocating,Personal,4,0,0,0,VMC,2012
Accident,Substantial,Airplane,Stinson,108-1,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Incident,Unknown,Airplane,Boeing,747 - 400,No,1,Turbo Fan,Unknown,0,0,0,383,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,441,No,2,Turbo Prop,Executive/corporate,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Beech,E-55,No,2,Reciprocating,Personal,1,0,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Arado-Flugzeugwerke Gmbh,FW190 A-5,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Personal,2,0,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,210-5,No,1,Reciprocating,Skydiving,0,0,0,7,VMC,2012
Accident,Substantial,Airplane,Taylorcraft Aviation Corp,F19,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Boeing,777 - 206,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Beech,58,No,2,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Lake,LA-4-200,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,U206B,No,1,Reciprocating,Skydiving,0,0,0,7,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-402A,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-60-602P,No,2,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Destroyed,Airplane,Atr,ATR72,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Hawker Beechcraft,C90GTX,No,2,Turbo Prop,Ferry,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Luscombe,8A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Grumman,F8F-1,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-34-200T,No,2,Reciprocating,Positioning,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,LC41-550FG,No,1,Reciprocating,Personal,0,0,0,4,VMC,2012
Accident,Destroyed,Airplane,Remos Acft Gmbh Flugzeugbau,REMOS GX,No,1,Reciprocating,Instructional,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,T182,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Fairchild,24 C8C,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Bombardier Inc,DHC-8-402,No,2,Turbo Prop,Unknown,0,0,0,35,VMC,2012
Accident,Substantial,Airplane,Luscombe,8E,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,150H,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,210H,No,1,Reciprocating,Personal,0,0,0,4,VMC,2012
Accident,Substantial,Airplane,Extra Flugzeugbau Gmbh,EA-300,No,1,Reciprocating,Personal,2,0,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Ayres Corporation,S2R-T15,No,1,Turbo Prop,Aerial Application,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-602,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cubcrafters Inc,CC11-160,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Business,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Ayres,S2R,No,1,Turbo Prop,Aerial Application,1,0,0,0,Unknown,2012
Accident,Destroyed,Airplane,Cessna,320D,No,2,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18A,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-20,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Nelson Sydney/Nelson Diann,ZODIAC XL,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Incident,Minor,Airplane,Boeing,737 - 800,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,T Bird Golden Circle Air Inc,II,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Tiger Aircraft Llc,AG-5B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Mooney,M20B,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Minor,Airplane,Airbus Industrie,A319-132,No,2,Turbo Jet,Unknown,0,1,2,95,VMC,2012
Accident,Substantial,Airplane,Cessna,180F,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Luscombe,8E,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,182G,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,180J,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Rockwell International,S-2R,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,421C,No,2,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Skykits Usa Corp,SAVANNAH ADV,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Mooney,M20F,No,1,Reciprocating,Personal,0,0,3,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Destroyed,Airplane,Boeing,737,No,2,Unknown,Unknown,127,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Raytheon Aircraft Company,A36,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Beech,C90,No,2,Unknown,Personal,1,0,0,0,VMC,2012
Accident,Destroyed,Airplane,Cessna,T206H,No,1,Unknown,Personal,2,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,Personal,1,0,0,0,IMC,2012
Incident,Minor,Airplane,Boeing,737,No,2,Unknown,Unknown,0,0,0,171,Unknown,2012
Accident,Substantial,Airplane,Cessna,150F,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Beech,P35,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,182J,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Beechcraft Corporation,A36TC,No,1,Reciprocating,Personal,0,0,1,2,VMC,2012
Accident,Substantial,Airplane,Cub Crafters Inc,CC11-100,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,150H,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Beech,58,No,2,Reciprocating,Unknown,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Evektor-Aerotechnik As,SPORTSTAR,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,A185F,No,1,Reciprocating,Personal,3,0,0,0,VMC,2012
Accident,Substantial,Airplane,Thrush Aircraft Inc,S2R-H80,No,1,Turbo Prop,Flight Test,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Pilatus,PC6 - B2H4,No,1,Unknown,Unknown,2,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,560XL,No,2,Turbo Fan,Executive/corporate,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Bellanca,17-30A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Aviat Aircraft Inc,A-1B,No,1,Reciprocating,Instructional,0,1,1,0,VMC,2012
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,2,0,1,VMC,2012
Accident,Substantial,Airplane,Hawker Beech,V35B,No,1,Reciprocating,Personal,0,0,0,4,VMC,2012
Accident,Substantial,Airplane,Cessna,172D,No,1,Reciprocating,Personal,0,0,1,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Public Aircraft - State,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Destroyed,Airplane,Piper,PA32R,No,1,Reciprocating,Unknown,6,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,195B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Temco,GC-1B,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Unknown,1,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Arion Aircraft Llc,LIGHTNING LS-1,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,T210,No,1,Reciprocating,Instructional,0,0,1,1,VMC,2012
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Beech,S35,No,1,Reciprocating,Instructional,2,0,0,0,VMC,2012
Accident,Substantial,Airplane,Short Bros. & Harland,SC7 SERIES 3,No,2,Turbo Prop,Unknown,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-301,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,177B,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172F,No,1,Reciprocating,Personal,0,1,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,195,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Destroyed,Airplane,Piper,PA42,No,1,Turbo Prop,Business,4,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Evektor-Aerotechnik As,SPORTSTAR PLUS,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28RT-201T,No,1,Reciprocating,Personal,0,0,0,3,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28R-201T,No,1,Reciprocating,Personal,0,0,0,4,VMC,2012
Accident,Substantial,Airplane,"Cubcrafters, Inc",CC11-160,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,182N,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Maule,M-7-260,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Unknown,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Air Tractor Inc,AT-502B,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,207A,No,1,Reciprocating,Unknown,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,A188,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,177A,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Reims Aviation,Cessna FA152 Aerobat,No,1,Unknown,Personal,1,0,0,0,Unknown,2012
Accident,Unknown,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Champion,7GCBC,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Flight Design Gmbh,CTLS,No,1,Reciprocating,Personal,0,1,0,0,VMC,2012
Accident,Destroyed,Airplane,Sukhoi,SJ100,No,2,Turbo Fan,Unknown,44,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Cessna,T210K,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Mooney,M20J,No,1,Reciprocating,Personal,2,0,1,0,VMC,2012
Accident,Substantial,Airplane,Costruzioni Aeronautiche Tecna,P2006T,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Unknown,Airplane,Airbus,A319-112,No,2,Turbo Fan,Unknown,0,0,1,142,VMC,2012
Accident,Substantial,Airplane,Beech,C90,No,2,Turbo Prop,Public Aircraft - Federal,0,0,0,1,Unknown,2012
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,401,No,2,Reciprocating,Personal,4,0,1,0,VMC,2012
Accident,Substantial,Airplane,Beech,V35B,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Boeing,A75N1(PT17),No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Convair,440,No,2,Turbo Prop,Unknown,0,0,0,2,Unknown,2012
Accident,Substantial,Airplane,Maule,MX-7,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,210,No,1,Unknown,Personal,0,0,0,4,Unknown,2012
Accident,Substantial,Airplane,Champion,7GC,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Beech,3NM,No,2,Reciprocating,Personal,0,3,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA-12,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Beech,A36TC,No,1,Reciprocating,Personal,0,1,0,5,VMC,2012
Accident,Substantial,Airplane,Cessna,182S,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Beech,B90,No,2,Turbo Prop,Positioning,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-32-260,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,M Squared,BREESE,No,1,Reciprocating,Personal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Stinson,SR-7B,No,1,Reciprocating,Personal,0,0,1,0,VMC,2012
Accident,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Maule,M-7-420AC,No,1,Turbo Prop,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Beech,F33A,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,T210M,No,1,Unknown,Unknown,2,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Maule,M-4-220C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Destroyed,Airplane,Dornier,228,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Piper,PA-24-250,No,1,Reciprocating,Ferry,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Bellanca,7GCAA,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Taylorcraft,BC12-D,No,1,Reciprocating,Instructional,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Bellanca,8GCBC,No,1,Reciprocating,Banner Tow,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Cessna,A185F,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Incident,Minor,Airplane,Boeing,MD83,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Czech Sport Aircraft A S,SPORTCRUISER,No,1,Reciprocating,Instructional,0,1,0,0,VMC,2012
Accident,Substantial,Airplane,Piper,PA46,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Unknown,Airplane,Boeing,737-800,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
Accident,Substantial,Airplane,Short Bros,SHORTS SD3-60,No,2,Turbo Prop,Unknown,0,0,0,2,VMC,2012
Accident,Destroyed,Airplane,Hawker Aircraft Ltd,HAWKER HUNTER MK.58A,No,1,Turbo Jet,Public Aircraft - Federal,1,0,0,0,VMC,2012
Accident,Substantial,Airplane,Aero Vodochody,L-39,No,1,Turbo Fan,Business,2,0,0,0,VMC,2012
Accident,Substantial,Airplane,Cessna,195A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Mooney,M20C,No,1,Reciprocating,Personal,0,1,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Personal,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2012
Accident,Substantial,Airplane,Quicksilver,Sprint II,No,1,Reciprocating,Personal,0,2,0,0,VMC,2012
Accident,Substantial,Airplane,Air Tractor,AT-602,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Piper,PA-28R-201,No,1,Reciprocating,Personal,0,0,0,1,VMC,2012
Accident,Substantial,Airplane,Cessna,182,No,1,Unknown,Unknown,1,0,0,0,Unknown,2012
Incident,Unknown,Airplane,Boeing,737,No,1,Unknown,Unknown,0,0,0,0,Unknown,2012
