Investigation_Type,Aircraft_damage,Aircraft_Category,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Event_Year
Accident,Substantial,Airplane,Aero Commander,500B,No,2,Reciprocating,Unknown,1,0,0,0,IMC,2008
Accident,Substantial,Airplane,Piper,PA-32-301XTC,No,1,Reciprocating,Personal,0,0,0,4,VMC,2008
Accident,Substantial,Airplane,Cessna,A188B,No,1,Unknown,Aerial Application,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beechcraft,V35B,No,1,Reciprocating,Personal,1,0,0,0,VMC,2008
Accident,Destroyed,Airplane,Piper,PA46-500TP,No,1,Turbo Prop,Personal,1,0,0,0,IMC,2008
Incident,Unknown,Airplane,Fairchild,SA227-AC,No,2,Turbo Prop,Unknown,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Beech,200,No,1,Unknown,Unknown,13,0,0,0,IMC,2008
Accident,Substantial,Airplane,Air Creation,Clipper,No,1,Reciprocating,Instructional,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Quicksilver,Sport 2S,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Cessna,172N,No,1,Reciprocating,Personal,4,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,U206F,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Luscombe,8E,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,177B,No,1,Unknown,Instructional,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,58P,No,1,Unknown,Personal,2,0,1,0,VMC,2008
Accident,Substantial,Airplane,Beech,58,No,2,Reciprocating,Flight Test,0,0,0,1,VMC,2008
Incident,Unknown,Airplane,Cessna,C208B Caravan,No,1,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Piper,PA-28-R200,No,1,Reciprocating,Personal,0,2,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,1,0,2,VMC,2008
Incident,Unknown,Airplane,Airbus,A320,No,2,Turbo Fan,Unknown,0,0,0,107,VMC,2008
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Destroyed,Airplane,Unknown,Free Bird Sportlite,No,1,Reciprocating,Personal,1,0,0,0,VMC,2008
Accident,Substantial,Airplane,Avid Aircraft,MK-IV,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Other Work Use,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA32-301FT,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,150J,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,177,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Grumman,G-21A,No,2,Reciprocating,Personal,0,0,2,0,VMC,2008
Accident,Substantial,Airplane,Piper,J3-C65,No,1,Reciprocating,Banner Tow,0,2,0,0,VMC,2008
Accident,Substantial,Airplane,"Bombardier, Inc.",35A,No,2,Turbo Fan,Unknown,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Airborne,Redback,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Cessna,210G,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Incident,Minor,Airplane,Boeing,B757-200,No,1,Turbo Fan,Unknown,0,6,0,140,VMC,2008
Accident,Substantial,Airplane,Airindus,Thorpedo T211,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Beech,C90-1,No,2,Turbo Prop,Personal,0,0,0,4,IMC,2008
Accident,Substantial,Airplane,Raytheon Aircraft Company,C90A,No,2,Turbo Prop,Personal,6,0,0,0,IMC,2008
Accident,Destroyed,Airplane,Cessna,525,No,2,Turbo Fan,Personal,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Smith,Zodiac 601XL,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,North American Rockwell Corp.,NA-265-80,No,2,Turbo Fan,Ferry,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,Instructional,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Bellanca,17-30A,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Destroyed,Airplane,Cessna,340A,No,2,Reciprocating,Personal,4,0,0,0,IMC,2008
Accident,Unknown,Airplane,De Havilland,DHC-8-202,No,2,Turbo Prop,Unknown,0,1,1,20,VMC,2008
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Incident,Unknown,Airplane,Boeing,737,No,2,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Piper,PA-32R-301T,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Destroyed,Airplane,Cessna,210,No,1,Reciprocating,Personal,1,0,0,0,IMC,2008
Accident,Substantial,Airplane,Swearingen,SA-226AT,No,2,Turbo Prop,Unknown,0,0,0,1,IMC,2008
Accident,Substantial,Airplane,De Havilland,DHC-2,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2008
Incident,Minor,Airplane,Cessna,172S,No,1,Reciprocating,Unknown,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,American Aviation,AA-1A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Incident,Minor,Airplane,Piper,PA-28-161,No,1,Unknown,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,C-172RG,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,207,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,TR182,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172SP,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,1,0,0,0,IMC,2008
Accident,Substantial,Airplane,William P. Crowell,Genesis,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-44-180,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-44-180,No,2,Reciprocating,Instructional,0,3,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Cessna,177RG,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-235,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,P210N,No,1,Reciprocating,Business,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Maule,M-7-235,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,23,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Incident,Unknown,Airplane,Boeing,737-217,No,1,Unknown,Unknown,0,0,0,55,Unknown,2008
Accident,Substantial,Airplane,Maule,M-7-260C,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Unknown,Airplane,Boeing,B737-300,No,1,Unknown,Unknown,0,0,1,72,Unknown,2008
Accident,Substantial,Airplane,Cessna,310N,No,2,Reciprocating,Ferry,1,0,0,0,Unknown,2008
Incident,Unknown,Airplane,Beech,1900D,No,1,Unknown,Unknown,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Beech,A45,No,1,Reciprocating,Other Work Use,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Piper,PA-28R-200,No,1,Unknown,Personal,1,0,0,0,Unknown,2008
Accident,Destroyed,Airplane,Piper,PA-23-250,No,2,Reciprocating,Positioning,1,0,0,0,VMC,2008
Incident,Minor,Airplane,Boeing,737-500,No,1,Unknown,Unknown,0,0,0,39,Unknown,2008
Incident,Unknown,Airplane,"Bombardier, Inc.",CL-600,No,2,Turbo Fan,Unknown,0,0,0,43,VMC,2008
Accident,Substantial,Airplane,Cessna,425,No,2,Turbo Prop,Unknown,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Beechcraft,390,No,2,Turbo Fan,Business,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-18,No,1,Unknown,Other Work Use,2,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,305-A,No,1,Reciprocating,Glider Tow,0,0,0,1,VMC,2008
Accident,Unknown,Airplane,Embraer,EMB-145LR,No,2,Turbo Jet,Unknown,0,0,1,52,VMC,2008
Accident,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,182K,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Destroyed,Airplane,Lancair,LC41,No,1,Reciprocating,Personal,1,0,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,150G,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Destroyed,Airplane,Cessna,414A,No,2,Reciprocating,Personal,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Piper,PA-22,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-32-300,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Minor,Airplane,Embraer,ERJ170,No,2,Turbo Fan,Unknown,0,0,0,132,VMC,2008
Incident,Minor,Airplane,Mcdonnell Douglas,MD-88,No,2,Turbo Fan,Unknown,0,0,0,148,VMC,2008
Accident,Destroyed,Airplane,Cessna,650,No,1,Unknown,Unknown,3,0,0,0,VMC,2008
Incident,Minor,Airplane,Hawker Beechcraft Corp.,99,No,2,Turbo Prop,Unknown,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-30,No,2,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Aviat,A-1B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Destroyed,Airplane,Beech,95-55,No,1,Unknown,Personal,1,0,1,0,VMC,2008
Accident,Substantial,Airplane,Raytheon,A36,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper Aircraft Inc,PA-28-161,No,1,Reciprocating,Ferry,1,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Learjet,35A,No,2,Turbo Jet,Positioning,0,0,0,5,VMC,2008
Accident,Substantial,Airplane,Raytheon Aircraft Company,1900D,No,2,Turbo Prop,Executive/corporate,0,3,2,15,IMC,2008
Accident,Substantial,Airplane,Beech,A36,No,1,Reciprocating,Business,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,1,0,1,VMC,2008
Accident,Substantial,Airplane,Rans,S-4 Coyote I,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Unknown,Airplane,Boeing,737-700,No,2,Turbo Fan,Unknown,0,0,1,102,IMC,2008
Incident,Unknown,Airplane,Boeing,737-300,No,2,Turbo Fan,Unknown,0,6,0,136,VMC,2008
Accident,Substantial,Airplane,Waco,CTO,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Incident,Minor,Airplane,Boeing,777-2Q8,No,2,Turbo Fan,Unknown,0,0,0,403,VMC,2008
Accident,Substantial,Airplane,Piper,PA 32-300,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Incident,Minor,Airplane,Airbus Industrie,A320,No,1,Turbo Fan,Unknown,0,1,0,124,VMC,2008
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,A36,No,1,Unknown,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,210L,No,1,Reciprocating,Unknown,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Personal,1,0,0,0,VMC,2008
Accident,Destroyed,Airplane,Cessna,210M,No,1,Unknown,Instructional,6,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,177B,No,1,Reciprocating,Personal,0,2,1,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-44-180,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Destroyed,Airplane,Mooney,M20C,No,1,Reciprocating,Personal,3,0,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-34-200,No,1,Unknown,Personal,0,0,0,0,VMC,2008
Accident,Substantial,Airplane,Beech,B-55,No,2,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Incident,Minor,Airplane,Boeing,737-3H4,No,2,Turbo Fan,Unknown,0,0,0,244,IMC,2008
Accident,Substantial,Airplane,Diamond Aircraft Industries,DA 20,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Destroyed,Airplane,Cirrus Design Corporation,SR-22,No,1,Unknown,Unknown,4,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,172SP,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-22-135,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Great Lakes,2T-1A-2,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,182Q,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,North American,T-28D,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Raytheon Aircraft Company,B36TC,No,1,Reciprocating,Personal,0,1,1,0,VMC,2008
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Incident,Unknown,Airplane,Boeing,737-217,No,1,Unknown,Unknown,0,0,0,54,Unknown,2008
Accident,Destroyed,Airplane,Cessna,500,No,2,Turbo Jet,Unknown,5,0,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28R-200,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,185,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Maule,M-4,No,1,Reciprocating,Instructional,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Piper,PA24-260,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Maule,MT-7-235,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Rockwell,112TCA,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Maule,M-4,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Piper,PA-24,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Personal,1,0,1,0,VMC,2008
Accident,Substantial,Airplane,Cessna,525B,No,2,Turbo Fan,Business,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,American Champion (Acac),7GCAA,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Diamond Aircraft Industries,DA 20-C1,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Aircraft Mfg & Dev. Co.,CH 2000,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-22,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Unknown,Airplane,Boeing,737-400,No,1,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Destroyed,Airplane,Cessna,T210M,No,1,Reciprocating,Personal,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,402C,No,2,Reciprocating,Unknown,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Public Aircraft,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,2,0,1,IMC,2008
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Instructional,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Spartan,7W,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Aerial Observation,4,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,150F,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Air Tractor,AT602,No,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,J&J Ultralights,Sea Wing,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Accident,Substantial,Airplane,Stinson,108,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Beech,C23,No,1,Reciprocating,Personal,0,0,0,4,VMC,2008
Incident,Minor,Airplane,Cessna,550,No,1,Unknown,Unknown,0,0,0,2,Unknown,2008
Accident,Substantial,Airplane,Air Tractor,AT-301,No,1,Reciprocating,Flight Test,0,1,0,0,VMC,2008
Accident,Destroyed,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,Personal,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,402B,No,2,Reciprocating,Unknown,0,0,0,4,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Unknown,Airplane,Cessna,182B,No,1,Reciprocating,Personal,2,0,0,0,VMC,2008
Accident,Destroyed,Airplane,Mooney,M20C,No,1,Reciprocating,Personal,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-25-260,No,1,Reciprocating,Banner Tow,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,150L,No,1,Reciprocating,Instructional,0,2,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,180H,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,180H,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cirrus,SR22,No,1,Reciprocating,Personal,1,0,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,Unknown,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Ercoupe (Eng & Research Corp.),415-D,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA32,No,1,Reciprocating,Business,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Beech,F90,No,2,Turbo Prop,Personal,0,0,0,6,VMC,2008
Accident,Substantial,Airplane,Cessna,210N,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,BE-76,No,2,Reciprocating,Instructional,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Diamond Aircraft Industries,DA 20-C1,No,1,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Cessna,206,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Incident,Unknown,Airplane,Boeing,737-800,No,1,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,"Rans, Inc.",S12XL,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-44-180,No,2,Reciprocating,Instructional,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Gulfstream-Schweizer,G-164B,No,1,Turbo Prop,Aerial Application,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Maule,M-8-235,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA32-301FT,No,1,Reciprocating,Personal,0,0,0,4,VMC,2008
Accident,Substantial,Airplane,Grumman-Schweizer,G-164B,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2008
Incident,Minor,Airplane,Boeing,757-200,No,1,Unknown,Unknown,0,0,0,180,VMC,2008
Accident,Destroyed,Airplane,Piper,PA-34-200T,No,2,Unknown,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Mooney,M20C,No,1,Reciprocating,Personal,2,0,0,0,VMC,2008
Incident,Minor,Airplane,Boeing,747-400,No,1,Unknown,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Piper,PA 28-161,No,1,Reciprocating,Personal,1,0,0,0,VMC,2008
Accident,Substantial,Airplane,Grumman,G-164A,No,1,Reciprocating,Aerial Application,0,1,0,0,VMC,2008
Accident,Substantial,Airplane,Ayres,S2R-600,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-34-200T,No,2,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Instructional,0,1,0,0,VMC,2008
Incident,Minor,Airplane,Raytheon Aircraft Company,1900D,No,2,Turbo Prop,Unknown,0,0,0,13,VMC,2008
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Air Tractor,At-301,No,1,Reciprocating,Positioning,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Cessna,402,No,2,Reciprocating,Unknown,0,0,0,9,VMC,2008
Accident,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Incident,Minor,Airplane,Boeing,737-524,No,2,Turbo Fan,Unknown,0,0,0,118,VMC,2008
Accident,Substantial,Airplane,British Aerospace,800A,No,1,Unknown,Unknown,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-150,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28R-201,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA24-260,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
Accident,Substantial,Airplane,Beech,F33A,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Accident,Destroyed,Airplane,Piper,PA-46-350P,No,1,Unknown,Business,5,0,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,P210N,No,1,Reciprocating,Personal,0,0,0,3,VMC,2008
Accident,Substantial,Airplane,Beechcraft,35-C33A,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Grumman American,AA5B,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Incident,Unknown,Airplane,Boeing,777-300ER,No,1,Turbo Fan,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Cessna,182A,No,1,Reciprocating,Skydiving,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-32-260,No,1,Reciprocating,Personal,0,0,0,4,VMC,2008
Accident,Destroyed,Airplane,Cessna,500,No,1,Unknown,Personal,5,0,0,0,VMC,2008
Accident,Substantial,Airplane,Cessna,180K,No,1,Reciprocating,Personal,0,0,1,0,VMC,2008
Incident,Minor,Airplane,Airbus,A321-231,No,2,Turbo Fan,Unknown,0,0,0,0,Unknown,2008
Accident,Substantial,Airplane,Jihlavan,KP 5 ASA,No,1,Reciprocating,Personal,0,1,0,0,VMC,2008
Accident,Destroyed,Airplane,Neiva,NE-821,No,1,Unknown,Unknown,2,0,0,0,IMC,2008
Accident,Substantial,Airplane,Piper,PA-32,No,1,Reciprocating,Unknown,0,1,0,0,IMC,2008
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-22,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Beech,95-B55,No,2,Reciprocating,Business,2,0,0,0,VMC,2008
Accident,Substantial,Airplane,Piper,PA-22/20,No,1,Reciprocating,Personal,0,0,0,1,VMC,2008
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,0,0,2,VMC,2008
